"CIDADE";"ESTADO";"CAPITAL";"IDHM";"IDHM_Renda";"IDHM_Longevidade";"IDHM_Educacao";"POPULACAO_ESTIMADA";"PIB";"regiao"
"Ocara";"CE";0;0.594;0.524;0.771;0.519;25557;149914;"Nordeste"
"Ocaucu";"SP";0;0.717;0.679;0.83;0.653;4287;96687;"Norte"
"Oeiras";"PI";0;0.634;0.619;0.753;0.547;36971;377701;"Nordeste"
"Oeiras Do Para";"PA";0;0.507;0.502;0.754;0.344;32168;488339;"Norte"
"Oiapoque";"AP";0;0.658;0.693;0.779;0.527;26627;353442;""
"Olaria";"MG";0;0.636;0.638;0.823;0.49;1775;23778;"Norte"
"Olho D'Agua";"PB";0;0.572;0.533;0.776;0.452;6592;45252;"Nordeste"
"Olho D'Agua Das Cunhas";"MA";0;0.589;0.551;0.754;0.491;19448;144205;"Nordeste"
"Olho D'Agua Das Flores";"AL";0;0.565;0.568;0.752;0.422;21437;196758;"Nordeste"
"Olho D'Agua Do Borges";"RN";0;0.585;0.577;0.719;0.482;4272;33510;"Nordeste"
"Olho D'Agua Do Casado";"AL";0;0.525;0.527;0.785;0.35;9303;63887;"Nordeste"
"Olho D'Agua Do Piaui";"PI";0;0.576;0.537;0.746;0.477;2449;16785;"Nordeste"
"Olho D'Agua Grande";"AL";0;0.503;0.473;0.673;0.399;5117;46028;"Nordeste"
"Olhos-D'Agua";"MG";0;0.626;0.607;0.812;0.498;6018;225053;"Norte"
"Olinda";"PE";0;0.735;0.704;0.836;0.675;391835;5272902;"Nordeste"
"Olinda Nova Do Maranhao";"MA";0;0.575;0.495;0.724;0.531;14563;90590;"Nordeste"
"Olindina";"BA";0;0.559;0.534;0.81;0.403;28152;194095;"Nordeste"
"Olivedos";"PB";0;0.603;0.531;0.766;0.54;3912;32165;"Nordeste"
"Oliveira";"MG";0;0.699;0.691;0.842;0.587;41529;777954;"Norte"
"Oliveira De Fatima";"TO";0;0.675;0.627;0.798;0.614;1106;18483;"Norte"
"Oliveira Dos Brejinhos";"BA";0;0.554;0.533;0.747;0.427;21838;159429;"Nordeste"
"Oliveira Fortes";"MG";0;0.635;0.616;0.794;0.523;2136;30216;"Norte"
"Olivenca";"AL";0;0.493;0.513;0.677;0.345;11591;65534;"Nordeste"
"Olimpia";"SP";0;0.773;0.737;0.867;0.724;54406;1899213;"Norte"
"Olimpio Noronha";"MG";0;0.674;0.656;0.809;0.577;2765;40671;"Norte"
"Onda Verde";"SP";0;0.738;0.693;0.863;0.671;4339;202840;"Norte"
"Onca De Pitangui";"MG";0;0.663;0.646;0.806;0.559;3144;49166;"Norte"
"Oratorios";"MG";0;0.637;0.627;0.824;0.5;4647;47310;"Norte"
"Oriente";"SP";0;0.77;0.717;0.837;0.761;6487;97475;"Norte"
"Orindiuva";"SP";0;0.767;0.719;0.824;0.762;6935;443243;"Norte"
"Oriximina";"PA";0;0.623;0.599;0.778;0.52;72160;1812508;"Norte"
"Orizona";"GO";0;0.715;0.722;0.827;0.612;15502;461285;"Centro-Oeste"
"Orizania";"MG";0;0.562;0.551;0.778;0.414;7954;80170;"Norte"
"Orleans";"SC";0;0.755;0.749;0.873;0.657;22785;844621;"Sul"
"Orlandia";"SP";0;0.78;0.765;0.882;0.703;43687;1598881;"Norte"
"Orobo";"PE";0;0.61;0.545;0.787;0.528;23833;311889;"Nordeste"
"Oroco";"PE";0;0.61;0.536;0.766;0.553;14827;215268;"Nordeste"
"Ortigueira";"PR";0;0.609;0.632;0.811;0.441;22327;1218460;"Sul"
"Oros";"CE";0;0.636;0.582;0.793;0.557;21471;190413;"Nordeste"
"Osasco";"SP";0;0.776;0.776;0.84;0.718;696850;74402691;"Norte"
"Oscar Bressane";"SP";0;0.749;0.713;0.823;0.715;2602;83879;"Norte"
"Osvaldo Cruz";"SP";0;0.762;0.74;0.837;0.713;32754;974585;"Norte"
"Osorio";"RS";0;0.751;0.769;0.853;0.646;45557;1308646;"Sul"
"Otacilio Costa";"SC";0;0.74;0.713;0.835;0.681;18510;630834;"Sul"
"Ouricuri";"PE";0;0.572;0.578;0.773;0.419;68939;552951;"Nordeste"
"Ourilandia Do Norte";"PA";0;0.624;0.653;0.795;0.467;32319;541494;"Norte"
"Ourinhos";"SP";0;0.778;0.753;0.859;0.727;112711;2772919;"Norte"
"Ourizona";"PR";0;0.72;0.721;0.803;0.644;3430;98149;"Sul"
"Ouricangas";"BA";0;0.607;0.572;0.779;0.503;8557;52665;"Nordeste"
"Ouro";"SC";0;0.774;0.774;0.884;0.677;7317;149972;"Sul"
"Ouro Branco";"AL";0;0.547;0.538;0.7;0.434;11456;69786;"Nordeste"
"Ouro Branco";"RN";0;0.645;0.61;0.789;0.558;4812;43904;"Nordeste"
"Ouro Branco";"MG";0;0.764;0.753;0.872;0.68;39121;2974886;"Norte"
"Ouro Fino";"MG";0;0.722;0.703;0.861;0.622;33481;635292;"Norte"
"Ouro Preto";"MG";0;0.741;0.721;0.834;0.677;73994;2900017;"Norte"
"Ouro Preto Do Oeste";"RO";0;0.682;0.687;0.812;0.569;36340;708915;"Norte"
"Ouro Velho";"PB";0;0.614;0.585;0.764;0.518;3033;29694;"Nordeste"
"Ouro Verde";"SC";0;0.695;0.696;0.79;0.611;2227;87362;"Sul"
"Ouro Verde";"SP";0;0.692;0.666;0.814;0.612;8503;99406;"Norte"
"Ouro Verde De Goias";"GO";0;0.719;0.672;0.821;0.674;3797;87734;"Centro-Oeste"
"Ouro Verde De Minas";"MG";0;0.595;0.582;0.789;0.459;5954;46209;"Norte"
"Ouro Verde Do Oeste";"PR";0;0.709;0.688;0.817;0.634;5975;168961;"Sul"
"Ouroeste";"SP";0;0.77;0.717;0.866;0.736;10177;424152;"Norte"
"Ourolandia";"BA";0;0.56;0.547;0.701;0.459;17389;152104;"Nordeste"
"Ourem";"PA";0;0.568;0.575;0.727;0.438;17721;176712;"Norte"
"Ouvidor";"GO";0;0.747;0.721;0.83;0.697;6549;597952;"Centro-Oeste"
"Pacaembu";"SP";0;0.725;0.717;0.843;0.631;14130;199374;"Norte"
"Pacajus";"CE";0;0.659;0.609;0.788;0.596;71193;1004505;"Nordeste"
"Pacaja";"PA";0;0.515;0.541;0.746;0.338;46986;521972;"Norte"
"Pacaraima";"RR";0;0.65;0.624;0.788;0.558;15580;164518;"Norte"
"Pacatuba";"CE";0;0.675;0.605;0.779;0.652;83157;939885;"Nordeste"
"Pacatuba";"SE";0;0.555;0.514;0.731;0.454;14347;180521;"Nordeste"
"Pacoti";"CE";0;0.635;0.571;0.773;0.58;12046;125111;"Nordeste"
"Pacuja";"CE";0;0.621;0.562;0.745;0.571;6246;43422;"Nordeste"
"Padre Bernardo";"GO";0;0.651;0.67;0.801;0.515;33228;496154;"Centro-Oeste"
"Padre Carvalho";"MG";0;0.599;0.575;0.795;0.471;6332;62913;"Norte"
"Padre Marcos";"PI";0;0.541;0.531;0.699;0.427;6862;52214;"Nordeste"
"Padre Paraiso";"MG";0;0.596;0.556;0.797;0.478;20052;158151;"Norte"
"Paes Landim";"PI";0;0.575;0.537;0.721;0.492;4132;34263;"Nordeste"
"Pai Pedro";"MG";0;0.59;0.52;0.76;0.52;6084;41304;"Norte"
"Paial";"SC";0;0.718;0.705;0.847;0.62;1537;36184;"Sul"
"Paim Filho";"RS";0;0.706;0.725;0.87;0.558;3880;106520;"Sul"
"Paineiras";"MG";0;0.669;0.691;0.824;0.526;4510;56984;"Norte"
"Painel";"SC";0;0.664;0.668;0.808;0.543;2363;58021;"Sul"
"Pains";"MG";0;0.728;0.717;0.874;0.616;8270;286050;"Norte"
"Paiva";"MG";0;0.72;0.657;0.845;0.672;1535;20060;"Norte"
"Paicandu";"PR";0;0.716;0.697;0.833;0.632;40777;771567;"Sul"
"Pajeu Do Piaui";"PI";0;0.559;0.56;0.732;0.427;3375;24537;"Nordeste"
"Palestina";"SP";0;0.732;0.717;0.848;0.645;12786;565087;"Norte"
"Palestina";"AL";0;0.558;0.505;0.735;0.467;4985;34924;"Nordeste"
"Palestina De Goias";"GO";0;0.713;0.656;0.837;0.66;3460;99702;"Centro-Oeste"
"Palestina Do Para";"PA";0;0.589;0.574;0.761;0.467;7596;64875;"Norte"
"Palhano";"CE";0;0.638;0.572;0.723;0.628;9348;63905;"Nordeste"
"Palhoca";"SC";0;0.757;0.752;0.859;0.672;168259;4377575;"Sul"
"Palma";"MG";0;0.703;0.663;0.841;0.623;6621;63345;"Norte"
"Palma Sola";"SC";0;0.704;0.7;0.8;0.622;7475;219736;"Sul"
"Palmares";"PE";0;0.622;0.588;0.744;0.55;62994;819634;"Nordeste"
"Palmares Do Sul";"RS";0;0.715;0.725;0.852;0.592;11306;412558;"Sul"
"Palmares Paulista";"SP";0;0.722;0.698;0.837;0.645;13058;109618;"Norte"
"Palmas";"TO";1;0.788;0.789;0.827;0.749;291855;8108595;"Norte"
"Palmas";"PR";1;0.66;0.687;0.827;0.505;50198;1065498;"Sul"
"Palmas De Monte Alto";"BA";0;0.586;0.561;0.777;0.462;21703;151861;"Nordeste"
"Palmeira";"PR";0;0.718;0.725;0.826;0.618;33757;1293987;"Sul"
"Palmeira";"SC";0;0.671;0.655;0.827;0.557;2603;101263;"Sul"
"Palmeira D'Oeste";"SP";0;0.753;0.72;0.829;0.714;9340;187300;"Norte"
"Palmeira Das Missoes";"RS";0;0.737;0.722;0.831;0.667;33481;1331820;"Sul"
"Palmeira Do Piaui";"PI";0;0.557;0.57;0.704;0.431;5051;50151;"Nordeste"
"Palmeira Dos Indios";"AL";0;0.638;0.625;0.794;0.523;73096;724575;"Nordeste"
"Palmeirais";"PI";0;0.562;0.515;0.776;0.443;14488;88090;"Nordeste"
"Palmeirante";"TO";0;0.571;0.564;0.756;0.436;5919;77727;"Norte"
"Palmeiras";"BA";0;0.643;0.608;0.782;0.56;8961;66632;"Nordeste"
"Palmeiras De Goias";"GO";0;0.698;0.698;0.815;0.598;28313;823587;"Centro-Oeste"
"Palmeiras Do Tocantins";"TO";0;0.628;0.586;0.81;0.522;6570;66634;"Norte"
"Palmeirina";"PE";0;0.549;0.554;0.681;0.438;7789;72680;"Nordeste"
"Palmeirandia";"MA";0;0.556;0.488;0.715;0.492;19661;121956;"Nordeste"
"Palmeiropolis";"TO";0;0.673;0.652;0.817;0.571;7641;111889;"Norte"
"Palmelo";"GO";0;0.73;0.734;0.804;0.659;2380;29583;"Centro-Oeste"
"Palminopolis";"GO";0;0.722;0.718;0.833;0.63;3589;115055;"Centro-Oeste"
"Palmital";"SP";0;0.746;0.727;0.814;0.702;22168;612798;"Norte"
"Palmital";"PR";0;0.639;0.647;0.791;0.511;0;14004;"Sul"
"Palmitinho";"RS";0;0.72;0.707;0.836;0.632;7058;178687;"Sul"
"Palmitos";"SC";0;0.737;0.757;0.836;0.632;16182;541549;"Sul"
"Palmacia";"CE";0;0.622;0.59;0.742;0.551;13214;83571;"Nordeste"
"Palmopolis";"MG";0;0.565;0.559;0.738;0.437;5671;47232;"Norte"
"Palotina";"PR";0;0.768;0.76;0.864;0.689;31564;1948408;"Sul"
"Panambi";"RS";0;0.761;0.752;0.848;0.691;43170;1739820;"Sul"
"Panama";"GO";0;0.686;0.688;0.818;0.574;2627;82170;"Centro-Oeste"
"Pancas";"ES";0;0.667;0.648;0.815;0.562;23059;213148;"Norte"
"Panelas";"PE";0;0.569;0.546;0.778;0.433;26492;163836;"Nordeste"
"Panorama";"SP";0;0.722;0.724;0.814;0.639;15690;254551;"Norte"
"Pantano Grande";"RS";0;0.661;0.676;0.816;0.524;9269;272186;"Sul"
"Papagaios";"MG";0;0.666;0.65;0.833;0.545;15543;224567;"Norte"
"Papanduva";"SC";0;0.704;0.691;0.836;0.603;19218;487115;"Sul"
"Paqueta";"PI";0;0.509;0.519;0.731;0.348;3953;26287;"Nordeste"
"Paracambi";"RJ";0;0.72;0.689;0.812;0.666;51815;960844;"Norte"
"Paracatu";"MG";0;0.744;0.704;0.854;0.685;92430;3218934;"Norte"
"Paracuru";"CE";0;0.637;0.597;0.746;0.581;34097;414773;"Nordeste"
"Paragominas";"PA";0;0.645;0.667;0.781;0.514;111764;2665946;"Norte"
"Paraguacu";"MG";0;0.715;0.69;0.85;0.623;21418;502117;"Norte"
"Paraguacu Paulista";"SP";0;0.762;0.717;0.836;0.739;45455;1183813;"Norte"
"Paraibano";"MA";0;0.58;0.572;0.723;0.473;21290;135319;"Nordeste"
"Paraibuna";"SP";0;0.719;0.709;0.815;0.642;18180;255092;"Norte"
"Paraipaba";"CE";0;0.634;0.574;0.738;0.602;32700;411112;"Nordeste"
"Paraisopolis";"MG";0;0.729;0.692;0.852;0.657;20940;416347;"Norte"
"Parambu";"CE";0;0.57;0.526;0.764;0.46;31398;206765;"Nordeste"
"Paramirim";"BA";0;0.615;0.604;0.776;0.496;21518;189972;"Nordeste"
"Paramoti";"CE";0;0.583;0.515;0.741;0.518;11664;78750;"Nordeste"
"Paranacity";"PR";0;0.717;0.689;0.839;0.638;11361;307027;"Sul"
"Paranagua";"PR";0;0.75;0.733;0.852;0.676;153666;8308591;"Sul"
"Paranaiguara";"GO";0;0.711;0.702;0.836;0.613;9972;179883;"Centro-Oeste"
"Paranapanema";"SP";0;0.717;0.697;0.839;0.631;19993;644157;"Norte"
"Paranapoema";"PR";0;0.709;0.68;0.834;0.629;3164;58973;"Sul"
"Paranapua";"SP";0;0.732;0.712;0.842;0.655;4061;82281;"Norte"
"Paranatama";"PE";0;0.537;0.528;0.703;0.418;11478;196303;"Nordeste"
"Paranatinga";"MT";0;0.667;0.679;0.82;0.532;22246;754397;"Centro-Oeste"
"Paranavai";"PR";0;0.763;0.75;0.844;0.703;87813;2230013;"Sul"
"Paranaiba";"MS";0;0.721;0.727;0.823;0.627;42010;1170898;"Centro-Oeste"
"Paranaita";"MT";0;0.672;0.677;0.809;0.555;11193;405567;"Centro-Oeste"
"Paranhos";"MS";0;0.588;0.566;0.811;0.444;14048;164972;"Centro-Oeste"
"Parana";"RN";0;0.589;0.532;0.776;0.496;4232;29399;"Nordeste"
"Parana";"TO";0;0.595;0.588;0.777;0.461;10461;193907;"Norte"
"Paraopeba";"MG";0;0.694;0.674;0.793;0.625;24375;523839;"Norte"
"Parapua";"SP";0;0.737;0.693;0.83;0.696;10980;297743;"Norte"
"Parari";"PB";0;0.584;0.583;0.733;0.467;1786;17454;"Nordeste"
"Paratinga";"BA";0;0.59;0.519;0.774;0.51;31853;200638;"Nordeste"
"Paraty";"RJ";0;0.693;0.726;0.842;0.544;42630;1253196;"Norte"
"Paraty";"RJ";0;0.693;0.726;0.842;0.544;42630;1253196;"Norte"
"Parauapebas";"PA";0;0.715;0.701;0.809;0.644;202882;12638246;"Norte"
"Parazinho";"RN";0;0.549;0.543;0.719;0.424;5201;369058;"Nordeste"
"Parai";"RS";0;0.773;0.787;0.866;0.679;7585;262150;"Sul"
"Paraiba Do Sul";"RJ";0;0.702;0.697;0.812;0.61;44045;899884;"Norte"
"Paraiso";"SP";0;0.749;0.751;0.837;0.668;6411;233785;"Norte"
"Paraiso";"SC";0;0.7;0.728;0.833;0.565;3515;91886;"Sul"
"Paraiso Das Aguas";"MS";0;0.0;0.0;0.0;0.0;5455;483953;"Centro-Oeste"
"Paraiso Do Norte";"PR";0;0.746;0.752;0.825;0.668;13631;323868;"Sul"
"Paraiso Do Sul";"RS";0;0.676;0.692;0.831;0.537;7599;142970;"Sul"
"Paraiso Do Tocantins";"TO";0;0.764;0.759;0.831;0.706;50602;1229839;"Norte"
"Parau";"RN";0;0.603;0.582;0.721;0.522;3787;34061;"Nordeste"
"Parauna";"GO";0;0.672;0.687;0.807;0.547;10995;813905;"Centro-Oeste"
"Pardinho";"SP";0;0.727;0.718;0.821;0.652;6360;277182;"Norte"
"Pareci Novo";"RS";0;0.749;0.738;0.852;0.668;3812;85248;"Sul"
"Parecis";"RO";0;0.617;0.604;0.8;0.485;5947;91383;"Norte"
"Parelhas";"RN";0;0.676;0.625;0.802;0.617;21408;295806;"Nordeste"
"Pariconha";"AL";0;0.548;0.526;0.754;0.416;10527;61769;"Nordeste"
"Parintins";"AM";0;0.658;0.589;0.8;0.605;113168;1024890;"Norte"
"Paripiranga";"BA";0;0.577;0.567;0.717;0.472;28956;283646;"Nordeste"
"Paripueira";"AL";0;0.605;0.595;0.767;0.486;13016;154306;"Nordeste"
"Pariquera-Acu";"SP";0;0.736;0.682;0.862;0.678;19570;505246;"Norte"
"Parisi";"SP";0;0.721;0.72;0.842;0.619;2153;37169;"Norte"
"Parnagua";"PI";0;0.575;0.526;0.777;0.464;10762;75840;"Nordeste"
"Parnamirim";"RN";0;0.766;0.75;0.825;0.726;255793;5022492;"Nordeste"
"Parnamirim";"PE";0;0.599;0.556;0.776;0.499;0;10276;"Nordeste"
"Parnarama";"MA";0;0.542;0.504;0.758;0.416;34805;189958;"Nordeste"
"Parnaiba";"PI";0;0.687;0.658;0.816;0.604;152653;1920668;"Nordeste"
"Parobe";"RS";0;0.704;0.7;0.886;0.562;57660;1139107;"Sul"
"Para De Minas";"MG";0;0.725;0.715;0.848;0.628;93101;2487224;"Norte"
"Passa E Fica";"RN";0;0.606;0.565;0.763;0.516;13076;94192;"Nordeste"
"Passa Quatro";"MG";0;0.715;0.683;0.86;0.623;16294;315822;"Norte"
"Passa Sete";"RS";0;0.622;0.639;0.782;0.482;5656;83990;"Sul"
"Passa Tempo";"MG";0;0.687;0.676;0.808;0.594;8112;160431;"Norte"
"Passa Vinte";"MG";0;0.648;0.662;0.809;0.507;2048;31154;"Norte"
"Passabem";"MG";0;0.642;0.631;0.787;0.533;1664;18928;"Norte"
"Passagem";"RN";0;0.589;0.547;0.747;0.501;3075;29539;"Nordeste"
"Passagem";"PB";0;0.62;0.566;0.79;0.534;2402;25117;"Nordeste"
"Passagem Franca";"MA";0;0.532;0.525;0.717;0.401;18898;123016;"Nordeste"
"Passagem Franca Do Piaui";"PI";0;0.561;0.594;0.758;0.393;4302;33674;"Nordeste"
"Passira";"PE";0;0.592;0.559;0.763;0.487;28972;207359;"Nordeste"
"Passo De Camaragibe";"AL";0;0.533;0.513;0.703;0.421;15232;137833;"Nordeste"
"Passo De Torres";"SC";0;0.72;0.695;0.869;0.618;8594;123210;"Sul"
"Passo Do Sobrado";"RS";0;0.698;0.726;0.851;0.551;6493;165939;"Sul"
"Passo Fundo";"RS";0;0.776;0.787;0.849;0.699;201767;8398423;"Sul"
"Passos";"MG";0;0.756;0.741;0.886;0.658;113998;2301363;"Norte"
"Passos Maia";"SC";0;0.659;0.648;0.808;0.547;4186;123972;"Sul"
"Pastos Bons";"MA";0;0.61;0.54;0.753;0.559;19358;157700;"Nordeste"
"Patis";"MG";0;0.614;0.55;0.787;0.534;5942;43469;"Norte"
"Pato Bragado";"PR";0;0.747;0.745;0.807;0.694;5535;150963;"Sul"
"Pato Branco";"PR";0;0.782;0.778;0.845;0.728;81893;3331622;"Sul"
"Patos";"PB";0;0.701;0.667;0.821;0.628;106984;1550619;"Nordeste"
"Patos De Minas";"MG";0;0.765;0.749;0.855;0.698;150833;4195343;"Norte"
"Patos Do Piaui";"PI";0;0.563;0.529;0.755;0.448;6377;41640;"Nordeste"
"Patrocinio";"MG";0;0.729;0.723;0.852;0.628;90041;2541327;"Norte"
"Patrocinio Do Muriae";"MG";0;0.682;0.691;0.796;0.576;5652;70826;"Norte"
"Patrocinio Paulista";"SP";0;0.73;0.696;0.826;0.678;14529;889461;"Norte"
"Patu";"RN";0;0.618;0.599;0.768;0.513;12701;106396;"Nordeste"
"Paty Do Alferes";"RJ";0;0.671;0.683;0.806;0.549;27678;493248;"Norte"
"Pau Brasil";"BA";0;0.583;0.58;0.727;0.47;9981;89312;"Nordeste"
"Pau D'Arco";"TO";0;0.661;0.621;0.792;0.587;4831;60707;"Norte"
"Pau D'Arco";"PA";0;0.574;0.571;0.748;0.443;5557;86705;"Norte"
"Pau D'Arco Do Piaui";"PI";0;0.514;0.488;0.742;0.376;4023;22326;"Nordeste"
"Pau Dos Ferros";"RN";0;0.678;0.666;0.803;0.584;30183;431562;"Nordeste"
"Paudalho";"PE";0;0.639;0.612;0.782;0.545;56074;643216;"Nordeste"
"Pauini";"AM";0;0.496;0.531;0.724;0.317;19329;140830;"Norte"
"Paula Candido";"MG";0;0.637;0.632;0.823;0.497;9557;90024;"Norte"
"Paula Freitas";"PR";0;0.717;0.699;0.847;0.622;5837;241814;"Sul"
"Pauliceia";"SP";0;0.711;0.692;0.811;0.64;7274;575097;"Norte"
"Paulino Neves";"MA";0;0.561;0.481;0.72;0.511;15901;101440;"Nordeste"
"Paulista";"PE";0;0.732;0.673;0.83;0.703;329117;3816017;"Nordeste"
"Paulista";"PB";0;0.587;0.587;0.747;0.461;12260;106549;"Nordeste"
"Paulistana";"PI";0;0.6;0.596;0.767;0.472;20490;203041;"Nordeste"
"Paulistas";"MG";0;0.625;0.593;0.791;0.521;4849;46532;"Norte"
"Paulistania";"SP";0;0.718;0.683;0.817;0.663;1832;30917;"Norte"
"Paulo Afonso";"BA";0;0.674;0.678;0.789;0.572;117014;2267981;"Nordeste"
"Paulo Bento";"RS";0;0.71;0.73;0.858;0.571;2287;91532;"Sul"
"Paulo De Faria";"SP";0;0.725;0.721;0.8;0.662;8930;227325;"Norte"
"Paulo Frontin";"PR";0;0.708;0.688;0.806;0.639;7321;269453;"Sul"
"Paulo Jacinto";"AL";0;0.589;0.551;0.732;0.507;7568;62041;"Nordeste"
"Paulo Lopes";"SC";0;0.716;0.707;0.865;0.6;7418;172811;"Sul"
"Paulo Ramos";"MA";0;0.549;0.546;0.677;0.447;21015;150700;"Nordeste"
"Paulinia";"SP";0;0.795;0.8;0.864;0.727;106776;31504043;"Norte"
"Paverama";"RS";0;0.683;0.701;0.84;0.541;8459;162187;"Sul"
"Pavussu";"PI";0;0.526;0.512;0.748;0.379;3685;23450;"Nordeste"
"Pavao";"MG";0;0.627;0.599;0.813;0.507;8481;69921;"Norte"
"Paco Do Lumiar";"MA";0;0.724;0.646;0.796;0.739;120621;800072;"Nordeste"
"Peabiru";"PR";0;0.723;0.727;0.826;0.629;13985;307770;"Sul"
"Pederneiras";"SP";0;0.739;0.738;0.812;0.673;46251;1673972;"Norte"
"Pedra";"PE";0;0.567;0.55;0.743;0.445;22566;225544;"Nordeste"
"Pedra Azul";"MG";0;0.627;0.596;0.797;0.518;24319;210992;"Norte"
"Pedra Bela";"SP";0;0.677;0.671;0.796;0.581;6075;73567;"Norte"
"Pedra Bonita";"MG";0;0.573;0.557;0.74;0.457;7065;72499;"Norte"
"Pedra Branca";"PB";0;0.599;0.532;0.761;0.532;3800;30394;"Nordeste"
"Pedra Branca";"CE";0;0.603;0.541;0.779;0.521;43160;266728;"Nordeste"
"Pedra Branca Do Amapari";"AP";0;0.626;0.628;0.779;0.502;15931;298170;""
"Pedra Do Anta";"MG";0;0.624;0.636;0.821;0.466;3100;33880;"Norte"
"Pedra Do Indaia";"MG";0;0.708;0.688;0.843;0.611;3969;82843;"Norte"
"Pedra Dourada";"MG";0;0.655;0.631;0.827;0.539;2475;32236;"Norte"
"Pedra Grande";"RN";0;0.559;0.526;0.773;0.43;3275;210972;"Nordeste"
"Pedra Lavrada";"PB";0;0.574;0.564;0.733;0.458;7766;75548;"Nordeste"
"Pedra Mole";"SE";0;0.593;0.599;0.698;0.499;3236;30569;"Nordeste"
"Pedra Preta";"MT";0;0.679;0.672;0.812;0.573;17456;734623;"Centro-Oeste"
"Pedra Preta";"RN";0;0.558;0.53;0.752;0.435;2478;23810;"Nordeste"
"Pedralva";"MG";0;0.675;0.677;0.807;0.563;11246;151602;"Norte"
"Pedranopolis";"SP";0;0.742;0.698;0.854;0.684;2508;55748;"Norte"
"Pedras Altas";"RS";0;0.64;0.647;0.82;0.493;2010;96142;"Sul"
"Pedras De Fogo";"PB";0;0.59;0.568;0.771;0.468;28389;446387;"Nordeste"
"Pedras De Maria Da Cruz";"MG";0;0.614;0.564;0.787;0.521;11453;79958;"Norte"
"Pedras Grandes";"SC";0;0.728;0.715;0.87;0.621;4000;133309;"Sul"
"Pedregulho";"SP";0;0.715;0.716;0.82;0.623;16676;831741;"Norte"
"Pedreira";"SP";0;0.769;0.75;0.864;0.701;47361;1124078;"Norte"
"Pedreiras";"MA";0;0.682;0.644;0.792;0.621;39267;496674;"Nordeste"
"Pedrinhas";"SE";0;0.592;0.568;0.75;0.486;9538;85173;"Nordeste"
"Pedrinhas Paulista";"SP";0;0.774;0.749;0.837;0.739;3085;101683;"Norte"
"Pedrinopolis";"MG";0;0.729;0.719;0.855;0.631;3626;121080;"Norte"
"Pedro Afonso";"TO";0;0.732;0.699;0.846;0.664;13380;611940;"Norte"
"Pedro Alexandre";"BA";0;0.513;0.489;0.778;0.354;17486;106432;"Nordeste"
"Pedro Avelino";"RN";0;0.583;0.577;0.788;0.435;6780;51447;"Nordeste"
"Pedro Canario";"ES";0;0.654;0.643;0.812;0.536;25982;290787;"Norte"
"Pedro De Toledo";"SP";0;0.696;0.654;0.812;0.634;11240;136391;"Norte"
"Pedro Do Rosario";"MA";0;0.516;0.475;0.696;0.415;24930;139293;"Nordeste"
"Pedro Gomes";"MS";0;0.671;0.672;0.801;0.562;7666;204148;"Centro-Oeste"
"Pedro Ii";"PI";0;0.571;0.566;0.767;0.428;38704;277639;"Nordeste"
"Pedro Laurentino";"PI";0;0.562;0.479;0.746;0.496;2529;19824;"Nordeste"
"Pedro Leopoldo";"MG";0;0.757;0.723;0.856;0.7;63789;1425650;"Norte"
"Pedro Osorio";"RS";0;0.678;0.683;0.829;0.551;7755;124427;"Sul"
"Pedro Regis";"PB";0;0.542;0.529;0.754;0.399;6064;46433;"Nordeste"
"Pedro Teixeira";"MG";0;0.637;0.587;0.794;0.555;1808;22373;"Norte"
"Pedro Velho";"RN";0;0.568;0.562;0.738;0.442;14767;115963;"Nordeste"
"Pedrao";"BA";0;0.588;0.534;0.775;0.49;7298;39629;"Nordeste"
"Peixe";"TO";0;0.674;0.679;0.812;0.555;11623;507040;"Norte"
"Peixe-Boi";"PA";0;0.581;0.543;0.754;0.478;8073;60335;"Norte"
"Peixoto De Azevedo";"MT";0;0.649;0.691;0.761;0.521;34607;468135;"Centro-Oeste"
"Pejucara";"RS";0;0.741;0.724;0.867;0.648;3893;256813;"Sul"
"Pelotas";"RS";0;0.739;0.758;0.844;0.632;341648;7776664;"Sul"
"Penaforte";"CE";0;0.646;0.566;0.761;0.626;9010;88588;"Nordeste"
"Penalva";"MA";0;0.554;0.519;0.693;0.472;38203;171392;"Nordeste"
"Pendencias";"RN";0;0.631;0.633;0.753;0.526;14984;241065;"Nordeste"
"Penedo";"AL";0;0.63;0.602;0.774;0.536;63516;848811;"Nordeste"
"Penha";"SC";0;0.743;0.739;0.867;0.64;31764;625237;"Sul"
"Pentecoste";"CE";0;0.629;0.562;0.734;0.604;37326;367092;"Nordeste"
"Penapolis";"SP";0;0.759;0.748;0.859;0.68;63047;1685692;"Norte"
"Pequeri";"MG";0;0.694;0.692;0.868;0.557;3310;41625;"Norte"
"Pequi";"MG";0;0.674;0.672;0.808;0.564;4379;56941;"Norte"
"Pequizeiro";"TO";0;0.627;0.589;0.806;0.518;5443;73133;"Norte"
"Perdigao";"MG";0;0.703;0.711;0.843;0.579;11249;160127;"Norte"
"Perdizes";"MG";0;0.723;0.752;0.88;0.571;16009;660675;"Norte"
"Perdoes";"MG";0;0.744;0.71;0.878;0.661;21291;400552;"Norte"
"Pereira Barreto";"SP";0;0.766;0.728;0.845;0.732;25660;819847;"Norte"
"Pereiras";"SP";0;0.736;0.717;0.873;0.637;8560;150353;"Norte"
"Pereiro";"CE";0;0.601;0.525;0.776;0.534;16281;213294;"Nordeste"
