city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Caturité,2504355.0,2020-08-18,34,4852.0,False,True,100,2061.0057699999998,2020-08-17,0.01,1,95,city,PB,0,0
Machadinho,4311700.0,2020-08-18,34,5445.0,True,False,100,1836.5472899999997,2020-08-18,0.02,2,103,city,RS,4,1
Filadélfia,1707702.0,2020-08-18,34,8856.0,False,True,100,1129.17796,2020-08-17,0.03,3,106,city,TO,0,0
Governador Luiz Rocha,2104628.0,2020-08-18,34,7807.0,False,True,99,1268.09274,2020-08-17,0.0,0,88,city,MA,0,0
Nova Santa Helena,5106190.0,2020-08-18,34,3718.0,False,True,99,2662.72189,2020-08-10,0.0505,5,85,city,MT,0,0
São Benedito do Sul,2612901.0,2020-08-18,34,15895.0,False,True,99,622.83737,2020-08-17,0.0505,5,101,city,PE,0,0
Apiaí,3502705.0,2020-08-18,34,24374.0,False,True,99,406.17051000000004,2020-08-17,0.0505,5,126,city,SP,0,0
Luz,3138807.0,2020-08-18,34,18215.0,False,True,99,543.5081,2020-08-17,0.0101,1,78,city,MG,0,0
Luzerna,4210035.0,2020-08-18,34,5685.0,False,True,99,1741.4248,2020-08-17,0.0,0,96,city,SC,0,0
Terra de Areia,4321436.0,2020-08-18,34,11204.0,True,False,99,883.613,2020-08-18,0.0202,2,107,city,RS,0,0
Nova Londrina,4117107.0,2020-08-18,34,13213.0,False,True,99,749.2620900000001,2020-08-17,0.0101,1,123,city,PR,0,0
Jaíba,3135050.0,2020-08-18,34,38909.0,False,True,99,254.43985,2020-08-17,0.0,0,66,city,MG,0,0
Cachoeira dos Índios,2503308.0,2020-08-18,34,10244.0,False,True,99,966.41937,2020-08-17,0.0606,6,92,city,PB,0,0
Caetité,2905206.0,2020-08-18,34,50975.0,False,True,99,194.21285,2020-08-17,0.0303,3,92,city,BA,0,0
Vicentina,5008404.0,2020-08-18,34,6102.0,False,True,99,1622.4188800000002,2020-08-14,0.0303,3,99,city,MS,0,0
Tapiratiba,3553609.0,2020-08-18,34,12960.0,False,True,98,756.1728400000001,2020-08-17,0.0102,1,105,city,SP,0,0
Triunfo,2615706.0,2020-08-18,34,15254.0,False,True,98,642.4544400000001,2020-08-17,0.0612,6,126,city,PE,0,0
Nova Bandeirantes,5106158.0,2020-08-18,34,15288.0,False,True,98,641.0256400000001,2020-08-10,0.0204,2,60,city,MT,0,0
Gavião Peixoto,3516853.0,2020-08-18,34,4789.0,False,True,98,2046.35623,2020-08-17,0.0102,1,89,city,SP,0,0
Araguapaz,5202155.0,2020-08-18,34,7770.0,False,True,98,1261.26126,2020-08-17,0.0204,2,89,city,GO,0,0
Foz do Jordão,4108452.0,2020-08-18,34,4650.0,False,True,98,2107.52688,2020-08-17,0.0408,4,82,city,PR,0,0
Colorado do Oeste,1100064.0,2020-08-18,34,15882.0,False,True,98,617.05075,2020-08-17,0.0,0,74,city,RO,0,0
Trindade do Sul,4321956.0,2020-08-18,34,5802.0,True,False,98,1689.07273,2020-08-18,0.0204,2,115,city,RS,2,0
Dom Joaquim,3122603.0,2020-08-18,34,4195.0,False,True,98,2336.11442,2020-08-17,0.0,0,73,city,MG,0,0
Miraí,3142205.0,2020-08-18,34,15014.0,False,True,98,652.72412,2020-08-17,0.0,0,96,city,MG,0,0
Cambará,4103602.0,2020-08-18,34,25360.0,False,True,98,386.43532999999996,2020-08-17,0.0306,3,96,city,PR,0,0
Parelhas,2408904.0,2020-08-18,34,21477.0,False,True,97,451.64595,2020-08-10,0.0,0,111,city,RN,0,0
Livramento,2508505.0,2020-08-18,34,7256.0,False,True,97,1336.8247,2020-08-17,0.0,0,83,city,PB,0,0
Caraí,3113008.0,2020-08-18,34,23685.0,False,True,97,409.5419,2020-08-17,0.0309,3,75,city,MG,0,0
Major Gercino,4210209.0,2020-08-18,34,3442.0,False,True,97,2818.1289899999997,2020-08-17,0.0103,1,61,city,SC,0,0
Chapadão do Céu,5205471.0,2020-08-18,34,10167.0,False,True,97,954.06708,2020-08-17,0.0103,1,97,city,GO,0,0
São João do Paraíso,3162708.0,2020-08-18,34,23618.0,False,True,97,410.7037,2020-08-17,0.0,0,105,city,MG,0,0
Manoel Emídio,2205904.0,2020-08-18,34,5349.0,False,True,97,1813.4230699999998,2020-08-17,0.0309,3,117,city,PI,0,0
Afonso Bezerra,2400307.0,2020-08-18,34,11035.0,False,True,97,879.0213,2020-08-10,0.0619,6,106,city,RN,0,0
Guatambú,4206652.0,2020-08-18,34,4704.0,False,True,96,2040.81633,2020-08-17,0.0,0,106,city,SC,0,0
Carmo do Cajuru,3114204.0,2020-08-18,34,22478.0,False,True,96,427.08426,2020-08-17,0.0417,4,145,city,MG,0,0
Tanque d'Arca,2709004.0,2020-08-18,34,6162.0,False,True,96,1557.9357400000001,2020-08-17,0.0208,2,96,city,AL,0,0
São João do Cariri,2514008.0,2020-08-18,34,4199.0,False,True,96,2286.2586300000003,2020-08-17,0.0,0,89,city,PB,0,0
Conquista,3118205.0,2020-08-18,34,6939.0,False,True,96,1383.48465,2020-08-17,0.0104,1,53,city,MG,0,0
Cafelândia,4103453.0,2020-08-18,34,18120.0,False,True,96,529.80132,2020-08-17,0.0104,1,91,city,PR,0,0
São Miguel do Tapuio,2210409.0,2020-08-18,34,17662.0,False,True,96,543.5398,2020-08-17,0.0104,1,83,city,PI,0,0
Sud Mennucci,3552304.0,2020-08-18,34,7718.0,False,True,96,1243.84556,2020-08-17,0.0,0,106,city,SP,0,0
Palmas,4117602.0,2020-08-18,34,50986.0,False,True,96,188.28698,2020-08-17,0.0,0,137,city,PR,0,0
Campos Altos,3111507.0,2020-08-18,34,15461.0,False,True,96,620.91715,2020-08-17,0.0208,2,149,city,MG,0,0
Ribeirão Bonito,3542909.0,2020-08-18,34,13219.0,False,True,96,726.2274,2020-08-17,0.0104,1,88,city,SP,0,0
Nova Marilândia,5108857.0,2020-08-18,34,3278.0,False,True,96,2928.61501,2020-08-10,0.0104,1,73,city,MT,0,0
Alto Taquari,5100607.0,2020-08-18,34,10847.0,False,True,96,885.0373400000001,2020-08-10,0.0521,5,60,city,MT,0,0
Bofete,3506904.0,2020-08-18,34,11730.0,False,True,96,818.41432,2020-08-17,0.0312,3,88,city,SP,0,0
Santanópolis,2928307.0,2020-08-18,34,8943.0,False,True,96,1073.4652800000001,2020-08-17,0.0,0,103,city,BA,0,0
Ferros,3125903.0,2020-08-18,34,9820.0,False,True,95,967.41344,2020-08-17,0.0,0,130,city,MG,0,0
Três de Maio,4321808.0,2020-08-18,34,23906.0,True,False,95,397.38978,2020-08-18,0.0,0,82,city,RS,10,0
Alto Longá,2200301.0,2020-08-18,34,14304.0,False,True,95,664.14989,2020-08-17,0.0211,2,99,city,PI,0,0
Bocaina,3506805.0,2020-08-18,34,12329.0,False,True,95,770.541,2020-08-17,0.0316,3,113,city,SP,0,0
Montes Claros de Goiás,5213707.0,2020-08-18,34,8055.0,False,True,95,1179.3916800000002,2020-08-17,0.0,0,76,city,GO,0,0
Alto Horizonte,5200555.0,2020-08-18,34,6414.0,False,True,95,1481.13502,2020-08-17,0.0105,1,51,city,GO,0,0
Tuneiras do Oeste,4127908.0,2020-08-18,34,8566.0,False,True,95,1109.0357199999999,2020-08-17,0.0,0,100,city,PR,0,0
Pau D'Arco,1716307.0,2020-08-18,34,4849.0,False,True,95,1959.1668399999999,2020-08-17,0.0421,4,88,city,TO,0,0
Nova Alvorada,4312757.0,2020-08-18,34,3625.0,True,False,95,2620.68966,2020-08-18,0.0211,2,75,city,RS,2,1
Seringueiras,1101500.0,2020-08-18,34,11856.0,False,True,95,801.28205,2020-08-17,0.0,0,91,city,RO,0,0
Francisco Alves,4108320.0,2020-08-18,34,6046.0,False,True,95,1571.2868,2020-08-17,0.0105,1,86,city,PR,0,0
Alvorada D'Oeste,1100346.0,2020-08-18,34,14411.0,False,True,95,659.21865,2020-08-17,0.0316,3,105,city,RO,0,0
Bocaina,2201804.0,2020-08-18,34,4500.0,False,True,94,2088.8888899999997,2020-08-17,0.0,0,89,city,PI,0,0
Ibirarema,3519501.0,2020-08-18,34,7753.0,False,True,94,1212.4339,2020-08-17,0.0,0,106,city,SP,0,0
Taipu,2413904.0,2020-08-18,34,12279.0,False,True,94,765.53465,2020-08-10,0.0319,3,136,city,RN,0,0
Borborema,3507407.0,2020-08-18,34,16046.0,False,True,94,585.81578,2020-08-17,0.0106,1,117,city,SP,0,0
Trombudo Central,4218608.0,2020-08-18,34,7360.0,False,True,94,1277.17391,2020-08-17,0.0426,4,106,city,SC,0,0
São João do Oeste,4216255.0,2020-08-18,34,6381.0,False,True,94,1473.1233300000001,2020-08-17,0.0106,1,81,city,SC,0,0
Anísio de Abreu,2200707.0,2020-08-18,34,9880.0,False,True,94,951.4169999999999,2020-08-17,0.0,0,116,city,PI,0,0
Itanhandu,3133105.0,2020-08-18,34,15331.0,False,True,94,613.1367799999999,2020-08-17,0.0106,1,132,city,MG,0,0
Presidente Dutra,2925600.0,2020-08-18,34,15142.0,False,True,94,620.78986,2020-08-17,0.0,0,101,city,BA,0,0
Santa Margarida,3157906.0,2020-08-18,34,16208.0,False,True,94,579.96051,2020-08-17,0.0213,2,106,city,MG,0,0
Gado Bravo,2506251.0,2020-08-18,34,8316.0,False,True,94,1130.35113,2020-08-17,0.0213,2,101,city,PB,0,0
Tocantins,3169000.0,2020-08-18,34,16659.0,False,True,94,564.25956,2020-08-17,0.0213,2,88,city,MG,0,0
Campestre,3111002.0,2020-08-18,34,21055.0,False,True,93,441.70030999999994,2020-08-17,0.0323,3,99,city,MG,0,0
Paraíso,3535705.0,2020-08-18,34,6454.0,False,True,93,1440.96684,2020-08-17,0.0108,1,80,city,SP,0,0
São João da Serra,2209906.0,2020-08-18,34,6139.0,False,True,93,1514.90471,2020-08-17,0.043,4,76,city,PI,0,0
Monsenhor Hipólito,2206506.0,2020-08-18,34,7749.0,False,True,93,1200.1548599999999,2020-08-17,0.0215,2,109,city,PI,0,0
Giruá,4309001.0,2020-08-18,34,16004.0,True,False,93,581.10472,2020-08-18,0.0323,3,81,city,RS,3,0
Ibimirim,2606606.0,2020-08-18,34,29235.0,False,True,93,318.11185,2020-08-17,0.0753,7,117,city,PE,0,0
Canudos,2906824.0,2020-08-18,34,16668.0,False,True,93,557.9553599999999,2020-08-17,0.0323,3,82,city,BA,0,0
Rio Crespo,1100262.0,2020-08-18,34,3764.0,False,True,92,2444.20829,2020-08-17,0.0,0,94,city,RO,0,0
São Simão,3550902.0,2020-08-18,34,15322.0,False,True,92,600.44381,2020-08-17,0.0217,2,89,city,SP,0,0
Várzea da Palma,3170800.0,2020-08-18,34,39493.0,False,True,92,232.95268,2020-08-17,0.0435,4,98,city,MG,0,0
Getúlio Vargas,4308904.0,2020-08-18,34,16212.0,True,False,92,567.48088,2020-08-18,0.0217,2,116,city,RS,0,0
Milagres,2921302.0,2020-08-18,34,10950.0,False,True,92,840.18265,2020-08-17,0.0217,2,81,city,BA,0,0
São José do Mantimento,3163607.0,2020-08-18,34,2791.0,False,True,92,3296.30957,2020-08-17,0.0217,2,63,city,MG,0,0
Itatim,2916856.0,2020-08-18,34,14487.0,False,True,92,635.0521200000001,2020-08-17,0.0652,6,133,city,BA,0,0
Careaçu,3113602.0,2020-08-18,34,6757.0,False,True,92,1361.55098,2020-08-17,0.0217,2,96,city,MG,0,0
Casca,4304903.0,2020-08-18,34,9031.0,True,False,92,1018.71332,2020-08-18,0.0109,1,96,city,RS,5,0
Fátima,2910750.0,2020-08-18,34,17890.0,False,True,92,514.25377,2020-08-17,0.0,0,84,city,BA,0,0
Urubici,4218905.0,2020-08-18,34,11235.0,False,True,92,818.8696,2020-08-17,0.0217,2,84,city,SC,0,0
Bom Jardim de Goiás,5203401.0,2020-08-18,34,8841.0,False,True,92,1040.60627,2020-08-17,0.0217,2,98,city,GO,0,0
Ascurra,4201703.0,2020-08-18,34,7934.0,False,True,92,1159.5664199999999,2020-08-17,0.0217,2,83,city,SC,0,0
Riachão do Poço,2512762.0,2020-08-18,34,4509.0,False,True,91,2018.18585,2020-08-17,0.022000000000000002,2,124,city,PB,0,0
Palestina,3535002.0,2020-08-18,34,12957.0,False,True,91,702.32307,2020-08-17,0.033,3,92,city,SP,0,0
Rondon,4122602.0,2020-08-18,34,9579.0,False,True,91,949.9947800000001,2020-08-17,0.022000000000000002,2,88,city,PR,0,0
Altônia,4100509.0,2020-08-18,34,22056.0,False,True,91,412.58614,2020-08-17,0.011000000000000001,1,64,city,PR,0,0
Fátima,1707553.0,2020-08-18,34,3835.0,False,True,91,2372.8813600000003,2020-08-17,0.022000000000000002,2,106,city,TO,0,0
Vila Propício,5222302.0,2020-08-18,34,5821.0,False,True,91,1563.3052699999998,2020-08-17,0.022000000000000002,2,50,city,GO,0,0
Astolfo Dutra,3104601.0,2020-08-18,34,14179.0,False,True,91,641.7942,2020-08-17,0.022000000000000002,2,103,city,MG,0,0
Theobroma,1101609.0,2020-08-18,34,10444.0,False,True,90,861.7388,2020-08-17,0.0,0,104,city,RO,0,0
Saltinho,3545159.0,2020-08-18,34,8286.0,False,True,90,1086.1694400000001,2020-08-17,0.0222,2,112,city,SP,0,0
Encruzilhada do Sul,4306908.0,2020-08-18,34,25877.0,True,False,90,347.7992,2020-08-18,0.0333,3,130,city,RS,2,0
Itaú de Minas,3133758.0,2020-08-18,34,16108.0,False,True,90,558.72858,2020-08-17,0.0222,2,104,city,MG,0,0
Ariranha,3503703.0,2020-08-18,34,9668.0,False,True,90,930.9060800000001,2020-08-17,0.0333,3,91,city,SP,0,0
Minaçu,5213087.0,2020-08-18,34,29070.0,False,True,90,309.59752000000003,2020-08-17,0.0667,6,104,city,GO,0,0
Isaías Coelho,2204907.0,2020-08-18,34,8549.0,False,True,90,1052.75471,2020-08-17,0.0111,1,83,city,PI,0,0
América Dourada,2901155.0,2020-08-18,34,16094.0,False,True,90,559.21461,2020-08-17,0.0,0,92,city,BA,0,0
Porto Firme,3152303.0,2020-08-18,34,11279.0,False,True,90,797.94308,2020-08-17,0.0444,4,121,city,MG,0,0
Santa Luz,2209302.0,2020-08-18,34,5860.0,False,True,90,1535.83618,2020-08-17,0.0222,2,105,city,PI,0,0
Jardim do Seridó,2405702.0,2020-08-18,34,12396.0,False,True,90,726.04066,2020-08-10,0.0222,2,99,city,RN,0,0
Moreira Sales,4116109.0,2020-08-18,34,12121.0,False,True,90,742.5129900000001,2020-08-17,0.0111,1,85,city,PR,0,0
Correntes,2604700.0,2020-08-18,34,18207.0,False,True,90,494.31537000000003,2020-08-17,0.0333,3,117,city,PE,0,0
Benedito Novo,4202206.0,2020-08-18,34,11652.0,False,True,90,772.39959,2020-08-17,0.0222,2,109,city,SC,0,0
Avanhandava,3504404.0,2020-08-18,34,13649.0,False,True,89,652.06242,2020-08-17,0.0225,2,103,city,SP,0,0
Cardoso,3510708.0,2020-08-18,34,12326.0,False,True,89,722.05095,2020-08-17,0.0449,4,89,city,SP,0,0
Sigefredo Pacheco,2210656.0,2020-08-18,34,10041.0,False,True,89,886.3659,2020-08-17,0.0112,1,97,city,PI,0,0
Santa Rosa de Lima,2806503.0,2020-08-18,34,3913.0,False,True,89,2274.46972,2020-08-17,0.0337,3,90,city,SE,0,0
Itapitanga,2916609.0,2020-08-18,34,10313.0,False,True,89,862.9884599999999,2020-08-17,0.0112,1,102,city,BA,0,0
Campestre,2701357.0,2020-08-18,34,6936.0,False,True,89,1283.16032,2020-08-17,0.0337,3,104,city,AL,0,0
Angicos,2400802.0,2020-08-18,34,11714.0,False,True,89,759.77463,2020-08-10,0.0449,4,97,city,RN,0,0
Benedito Leite,2101806.0,2020-08-18,34,5632.0,False,True,89,1580.25568,2020-08-17,0.0,0,89,city,MA,0,0
São Sebastião da Amoreira,4126009.0,2020-08-18,34,8853.0,False,True,89,1005.30893,2020-08-17,0.0449,4,64,city,PR,0,0
Chiador,3116209.0,2020-08-18,34,2687.0,False,True,89,3312.24414,2020-08-17,0.0112,1,98,city,MG,0,0
Itacajá,1710508.0,2020-08-18,34,7433.0,False,True,89,1197.36311,2020-08-17,0.0,0,88,city,TO,0,0
Brasilândia de Minas,3108552.0,2020-08-18,34,16538.0,False,True,89,538.15455,2020-08-17,0.0112,1,59,city,MG,0,0
Ibirapuã,2912806.0,2020-08-18,34,8637.0,False,True,89,1030.45039,2020-08-17,0.0225,2,88,city,BA,0,0
São Jorge d'Oeste,4125209.0,2020-08-18,34,9050.0,False,True,89,983.4254099999999,2020-08-17,0.0,0,52,city,PR,0,0
Barbosa,3505104.0,2020-08-18,34,7402.0,False,True,89,1202.3777400000001,2020-08-17,0.0,0,101,city,SP,0,0
Campo Grande do Piauí,2202133.0,2020-08-18,34,5943.0,False,True,89,1497.56015,2020-08-17,0.0112,1,96,city,PI,0,0
Iati,2606507.0,2020-08-18,34,19197.0,False,True,89,463.61411,2020-08-17,0.0,0,89,city,PE,0,0
Fontoura Xavier,4308300.0,2020-08-18,34,10304.0,True,False,89,863.74224,2020-08-18,0.0225,2,100,city,RS,0,0
Itapetim,2607703.0,2020-08-18,34,13616.0,False,True,89,653.64277,2020-08-17,0.0562,5,121,city,PE,0,0
Pau D'Arco do Piauí,2207793.0,2020-08-18,34,4045.0,False,True,89,2200.2472199999997,2020-08-17,0.0,0,97,city,PI,0,0
Campo Alegre,4203303.0,2020-08-18,34,11978.0,False,True,88,734.68025,2020-08-17,0.0227,2,106,city,SC,0,0
Cesário Lange,3511607.0,2020-08-18,34,18148.0,False,True,88,484.90192,2020-08-17,0.0455,4,93,city,SP,0,0
Barrocas,2903276.0,2020-08-18,34,15978.0,False,True,88,550.75729,2020-08-17,0.0,0,101,city,BA,0,0
Pedro do Rosário,2108256.0,2020-08-18,34,25144.0,False,True,88,349.98409,2020-08-17,0.0341,3,105,city,MA,0,0
Campo Alegre de Lourdes,2905909.0,2020-08-18,34,28798.0,False,True,88,305.57678,2020-08-17,0.0227,2,118,city,BA,0,0
Novo Oriente de Minas,3145356.0,2020-08-18,34,10755.0,False,True,88,818.22408,2020-08-17,0.0227,2,74,city,MG,0,0
Nova Lacerda,5106182.0,2020-08-18,34,6640.0,False,True,88,1325.3012,2020-08-10,0.0227,2,104,city,MT,0,0
Formigueiro,4308409.0,2020-08-18,34,6664.0,True,False,88,1320.52821,2020-08-18,0.0,0,89,city,RS,0,0
São Francisco de Paula,4318200.0,2020-08-18,34,21710.0,True,False,88,405.34316,2020-08-18,0.0227,2,81,city,RS,1,0
Dona Inês,2505709.0,2020-08-18,34,10453.0,False,True,88,841.8635800000001,2020-08-17,0.0227,2,89,city,PB,0,0
Rio Sono,1718758.0,2020-08-18,34,6478.0,False,True,88,1358.44396,2020-08-17,0.0114,1,89,city,TO,0,0
Roca Sales,4315800.0,2020-08-18,34,11393.0,True,False,88,772.40411,2020-08-18,0.0455,4,110,city,RS,13,0
Aragominas,1701309.0,2020-08-18,34,5758.0,False,True,88,1528.30844,2020-08-17,0.0227,2,97,city,TO,0,0
Esperança do Sul,4307450.0,2020-08-18,34,2926.0,True,False,88,3007.5188,2020-08-18,0.0568,5,100,city,RS,0,0
Mascote,2920908.0,2020-08-18,34,13822.0,False,True,88,636.6661799999999,2020-08-17,0.0114,1,88,city,BA,0,0
Vereda,2933257.0,2020-08-18,34,6205.0,False,True,87,1402.09508,2020-08-17,0.0345,3,97,city,BA,0,0
Baía Formosa,2401404.0,2020-08-18,34,9271.0,False,True,87,938.4101,2020-08-10,0.0345,3,138,city,RN,0,0
Boa Vista,2502151.0,2020-08-18,34,7051.0,False,True,87,1233.86754,2020-08-17,0.0115,1,95,city,PB,0,0
Sítio do Quinto,2930766.0,2020-08-18,34,9986.0,False,True,87,871.21971,2020-08-17,0.0,0,77,city,BA,0,0
Barão de Cotegipe,4301701.0,2020-08-18,34,6623.0,True,False,87,1313.60411,2020-08-18,0.0345,3,96,city,RS,1,0
Buenópolis,3109204.0,2020-08-18,34,10365.0,False,True,87,839.36324,2020-08-17,0.0115,1,81,city,MG,0,0
Cezarina,5205455.0,2020-08-18,34,8606.0,False,True,87,1010.92261,2020-08-17,0.069,6,77,city,GO,0,0
Rio dos Bois,1718709.0,2020-08-18,34,2834.0,False,True,87,3069.86591,2020-08-17,0.0,0,88,city,TO,0,0
Santa Luzia D'Oeste,1100296.0,2020-08-18,34,6495.0,False,True,87,1339.49192,2020-08-17,0.0,0,96,city,RO,0,0
Nova Era,3144706.0,2020-08-18,34,17578.0,False,True,87,494.93685,2020-08-17,0.0115,1,79,city,MG,0,0
Abadiânia,5200100.0,2020-08-18,34,20042.0,False,True,86,429.09889000000004,2020-08-17,0.0814,7,82,city,GO,0,0
São Francisco,3161106.0,2020-08-18,34,56323.0,False,True,86,152.69073,2020-08-17,0.0814,7,119,city,MG,0,0
Batayporã,5002001.0,2020-08-18,34,11329.0,False,True,86,759.11378,2020-08-14,0.0349,3,145,city,MS,0,0
Dom Aquino,5103601.0,2020-08-18,34,8178.0,False,True,86,1051.60186,2020-08-10,0.0349,3,90,city,MT,0,0
Porto União,4213609.0,2020-08-18,34,35398.0,False,True,86,242.95157999999998,2020-08-17,0.0349,3,107,city,SC,0,0
São Sebastião do Oeste,3164605.0,2020-08-18,34,6775.0,False,True,86,1269.3726900000001,2020-08-17,0.0116,1,112,city,MG,0,0
Pirambu,2805307.0,2020-08-18,34,9280.0,False,True,86,926.72414,2020-08-17,0.0814,7,92,city,SE,0,0
Francisco Sá,3126703.0,2020-08-18,34,26277.0,False,True,86,327.28241,2020-08-17,0.0233,2,79,city,MG,0,0
Pureza,2410405.0,2020-08-18,34,9621.0,False,True,86,893.8779800000001,2020-08-10,0.0116,1,86,city,RN,0,0
Turvânia,5221502.0,2020-08-18,34,4598.0,False,True,86,1870.37843,2020-08-17,0.0349,3,82,city,GO,0,0
Santa Maria Madalena,3304607.0,2020-08-18,34,10404.0,False,True,86,826.60515,2020-08-17,0.0233,2,115,city,RJ,0,0
Xique-Xique,2933604.0,2020-08-18,34,46483.0,False,True,85,182.86255,2020-08-17,0.0235,2,89,city,BA,0,0
Ibitirama,3202553.0,2020-08-18,34,8889.0,False,True,85,956.23805,2020-08-16,0.0471,4,113,city,ES,0,0
São Tomé,2412906.0,2020-08-18,34,11055.0,False,True,85,768.8828599999999,2020-08-10,0.0353,3,109,city,RN,0,0
Colares,1502608.0,2020-08-18,34,12085.0,False,True,85,703.3512599999999,2020-08-17,0.1059,9,121,city,PA,0,0
Montauri,4312351.0,2020-08-18,34,1453.0,True,False,85,5849.96559,2020-08-18,0.0,0,99,city,RS,1,0
Jucuruçu,2918456.0,2020-08-18,34,9126.0,False,True,85,931.4047800000001,2020-08-17,0.0,0,52,city,BA,0,0
Cachoeira de Pajeú,3102704.0,2020-08-18,34,9412.0,False,True,85,903.1024199999999,2020-08-17,0.0,0,88,city,MG,0,0
Timbé do Sul,4218103.0,2020-08-18,34,5348.0,False,True,85,1589.37921,2020-08-17,0.0,0,146,city,SC,0,0
Palhano,2310001.0,2020-08-18,34,9386.0,False,True,85,905.60409,2020-08-17,0.0353,3,100,city,CE,0,0
Bom Jesus,4302303.0,2020-08-18,34,11349.0,True,False,85,748.9646700000001,2020-08-18,0.0,0,102,city,RS,2,0
Pinhão,2805208.0,2020-08-18,34,6576.0,False,True,85,1292.57908,2020-08-17,0.0706,6,107,city,SE,0,0
Florânia,2403806.0,2020-08-18,34,9116.0,False,True,85,932.4265,2020-08-10,0.0588,5,93,city,RN,0,0
Manga,3139300.0,2020-08-18,34,18407.0,False,True,85,461.78084,2020-08-17,0.0,0,60,city,MG,0,0
Jussara,4113007.0,2020-08-18,34,7013.0,False,True,85,1212.03479,2020-08-17,0.0235,2,129,city,PR,0,0
Japurá,4112405.0,2020-08-18,34,9425.0,False,True,85,901.85676,2020-08-17,0.0,0,122,city,PR,0,0
Caiçara do Norte,2401859.0,2020-08-18,34,6549.0,False,True,85,1297.9080800000002,2020-08-10,0.0353,3,99,city,RN,0,0
Piquete,3538501.0,2020-08-18,34,13657.0,False,True,85,622.39145,2020-08-17,0.0235,2,92,city,SP,0,0
Bertolínia,2201705.0,2020-08-18,34,5501.0,False,True,84,1526.9950900000001,2020-08-17,0.0,0,108,city,PI,0,0
São João do Itaperiú,4216354.0,2020-08-18,34,3733.0,False,True,84,2250.20091,2020-08-17,0.0119,1,111,city,SC,0,0
Indianópolis,4110409.0,2020-08-18,34,4457.0,False,True,84,1884.6757899999998,2020-08-17,0.0,0,80,city,PR,0,0
Joaquim Távora,4112801.0,2020-08-18,34,11908.0,False,True,84,705.40813,2020-08-17,0.0,0,79,city,PR,0,0
Olho d'Água Grande,2705903.0,2020-08-18,34,5123.0,False,True,84,1639.66426,2020-08-17,0.0357,3,88,city,AL,0,0
Indiara,5209952.0,2020-08-18,34,15611.0,False,True,84,538.08212,2020-08-17,0.0476,4,93,city,GO,0,0
Belém de Maria,2601508.0,2020-08-18,34,12073.0,False,True,84,695.7674099999999,2020-08-17,0.0119,1,104,city,PE,0,0
Ererê,2304277.0,2020-08-18,34,7198.0,False,True,84,1166.9908300000002,2020-08-17,0.0476,4,118,city,CE,0,0
Alto Paraíso de Goiás,5200605.0,2020-08-18,34,7624.0,False,True,84,1101.78384,2020-08-17,0.0,0,103,city,GO,0,0
Jaicós,2205201.0,2020-08-18,34,19104.0,False,True,84,439.69849000000005,2020-08-17,0.0357,3,92,city,PI,0,0
Tremedal,2931806.0,2020-08-18,34,16394.0,False,True,84,512.38258,2020-08-17,0.0119,1,75,city,BA,0,0
Lagoa Formosa,3137502.0,2020-08-18,34,18052.0,False,True,84,465.3224,2020-08-17,0.0119,1,83,city,MG,0,0
Nossa Senhora de Lourdes,2804706.0,2020-08-18,34,6483.0,False,True,84,1295.69644,2020-08-17,0.0476,4,106,city,SE,0,0
Acajutiba,2900306.0,2020-08-18,34,15159.0,False,True,84,554.12626,2020-08-17,0.0357,3,119,city,BA,0,0
Arealva,3503406.0,2020-08-18,34,8560.0,False,True,83,969.6261699999999,2020-08-17,0.012,1,115,city,SP,0,0
Boa Vista da Aparecida,4103057.0,2020-08-18,34,7591.0,False,True,83,1093.4000800000001,2020-08-17,0.0241,2,119,city,PR,0,0
Águas Mornas,4200606.0,2020-08-18,34,6469.0,False,True,83,1283.0422,2020-08-17,0.0241,2,135,city,SC,0,0
Rincão,3543709.0,2020-08-18,34,10799.0,False,True,83,768.5896799999999,2020-08-17,0.0482,4,127,city,SP,0,0
Olivedos,2510501.0,2020-08-18,34,3932.0,False,True,83,2110.88505,2020-08-17,0.012,1,84,city,PB,0,0
Araças,2902054.0,2020-08-18,34,12177.0,False,True,83,681.61288,2020-08-17,0.012,1,97,city,BA,0,0
